P_bar,T_K,K_CO2,K_H2O
283.7931034482759,343.52941176470586,41.903716630989805,0.012218280947938275
283.7931034482759,345.5882352941176,41.99092341213804,0.012758715274753297
283.7931034482759,347.6470588235294,42.062703866932424,0.01331932124699884
283.7931034482759,349.70588235294116,42.11950972506834,0.013900904460053418
283.7931034482759,351.7647058823529,42.161782673476864,0.014504309612053831
283.7931034482759,353.8235294117647,42.18995368035509,0.015130420577530721
283.7931034482759,355.88235294117646,42.20444247587113,0.015780160482241196
283.7931034482759,357.94117647058823,42.20565720259372,0.01645449127161185
283.7931034482759,360.0,42.19399420988243,0.01715441315794327
289.3103448275862,290.0,32.644760345932646,0.00338046597776073
